grade,label,rct,tsi,stfi,caliper,moisture,basisweight,cull
NL050420,2/6/2017 4:57,96.00,4.83,24.35,11.69,6.72,42.14,89.50
NL050420,2/6/2017 7:05,98.00,5.06,23.92,11.69,6.40,42.16,89.50
NL050420,1/14/2017 2:54,94.00,4.63,21.71,12.37,6.61,42.18,89.50
NL050420,1/30/2017 14:27,98.00,4.96,22.69,11.67,6.32,42.19,89.50
NL050420,1/30/2017 13:44,98.00,4.74,24.34,11.59,6.71,42.21,89.50
NL050420,2/5/2017 20:19,99.00,5.19,25.14,11.52,6.53,42.22,89.50
NL050420,4/5/2017 13:12,100.00,4.60,22.39,12.60,6.39,42.28,89.50
NL050420,3/31/2017 12:24,94.00,4.78,21.36,13.50,6.24,42.29,89.50
NL050420,1/30/2017 11:29,100.00,4.72,25.65,11.60,6.33,42.39,89.50
NL050420,1/14/2017 6:08,91.00,4.37,22.04,12.60,6.57,42.40,89.50
NL050420,3/10/2017 5:52,92.00,4.99,23.80,11.60,6.83,42.40,89.50
NL050420,2/18/2017 12:15,99.00,5.18,25.89,11.77,6.76,42.44,89.50
NL050420,3/31/2017 13:58,93.00,4.73,22.84,13.41,6.67,42.51,89.50
NL050420,2/18/2017 11:34,99.00,5.11,24.50,11.89,6.31,42.53,89.50
NL050420,1/14/2017 5:36,91.00,4.61,18.98,12.69,7.01,42.54,89.50
NL050420,3/31/2017 10:51,92.00,4.66,21.50,13.53,6.32,42.55,89.50
NL050420,1/14/2017 7:12,87.00,4.25,19.07,12.57,7.27,42.56,89.50
NL050420,3/10/2017 1:39,96.00,4.93,25.66,11.75,7.29,42.70,89.50
NL050420,2/18/2017 10:53,97.00,5.21,23.05,11.86,6.34,42.71,89.50
NL050420,2/6/2017 0:40,94.00,4.97,25.08,11.55,7.30,42.77,89.50
NL050420,1/30/2017 15:08,96.00,4.73,25.06,11.67,6.84,42.79,89.50
NL050420,2/18/2017 8:52,98.00,5.09,24.30,12.07,6.44,42.86,89.50
NL050420,2/18/2017 9:32,99.00,5.07,24.01,12.01,6.35,42.92,89.50
NL050420,1/21/2017 16:24,94.00,4.82,24.54,12.19,7.25,42.93,89.50
NL050420,1/4/2017 8:55,93.00,4.69,17.96,13.83,6.34,42.96,89.50
NL050420,1/14/2017 6:40,93.00,4.67,20.88,12.63,6.67,43.05,89.50
NL050420,2/18/2017 0:13,92.00,5.01,24.85,12.36,6.87,43.17,89.50
NL050420,3/9/2017 15:46,96.00,4.82,24.67,11.79,7.35,43.21,89.50
NL050420,3/31/2017 8:45,98.00,5.01,21.90,12.63,6.28,43.24,89.50
NL050420,2/18/2017 8:12,101.00,5.09,24.35,12.02,6.91,43.28,89.50
NL050420,2/12/2017 14:27,98.00,4.84,24.89,11.80,6.77,43.29,89.50
NL050420,2/18/2017 7:30,99.00,4.93,24.74,12.11,6.45,43.31,89.50
NL050420,2/18/2017 10:13,99.00,5.09,23.04,12.14,6.71,43.46,89.50
NL050420,2/18/2017 4:09,94.00,4.91,24.78,12.31,6.77,43.56,89.50
NL050420,1/13/2017 15:11,94.00,4.67,20.61,13.12,6.09,43.93,89.50
NL050420,4/5/2017 16:30,93.00,4.30,20.99,12.98,6.91,44.02,89.50
NL050420,3/9/2017 14:25,99.00,4.98,25.25,12.27,6.93,44.08,89.50
NL050420,3/31/2017 7:05,101.00,4.98,22.93,12.64,6.57,44.16,89.50
NL050420,2/17/2017 22:15,102.00,4.91,25.14,12.61,6.60,44.23,89.50
NL050420,2/18/2017 2:11,93.00,4.88,24.82,12.52,6.97,44.44,89.50
NL050420,2/5/2017 18:55,102.00,4.98,25.48,12.17,6.91,44.61,89.50
NL050550,2/5/2017 2:07,121.00,4.85,32.17,15.26,8.16,45.21,119.50
NL050420,2/17/2017 20:21,96.00,4.94,25.67,13.01,6.31,45.29,89.50
NL050420,3/9/2017 17:50,99.00,4.86,25.05,11.56,6.69,45.83,89.50
NL050420,4/8/2017 10:40,100.00,4.90,23.18,13.50,6.95,45.92,89.50
NL050420,4/5/2017 18:53,100.00,4.55,21.92,13.78,6.43,45.95,89.50
NL050420,2/12/2017 10:31,105.00,5.09,25.26,12.71,6.36,45.96,89.50
NL050550,4/16/2017 5:43,130.00,4.84,31.08,15.55,8.26,45.99,119.50
NL250550,2/28/2017 6:53,127.00,5.15,30.00,14.86,6.41,47.75,119.50
NL050420,3/9/2017 13:48,110.00,5.08,26.56,13.78,6.37,47.88,89.50
NL250550,1/9/2017 18:00,125.00,4.22,26.41,14.32,6.35,47.93,119.50
NL050420,1/21/2017 12:02,108.00,4.88,25.65,14.41,6.44,48.08,89.50
NL250550,2/11/2017 12:29,124.00,4.80,28.89,14.44,6.38,48.29,119.50
NL050420,3/11/2017 19:18,116.00,5.17,27.56,14.04,6.34,48.39,89.50
NL250550,1/10/2017 6:39,120.00,4.29,26.80,15.27,6.09,48.46,119.50
NL050420,2/13/2017 16:36,107.00,4.84,25.98,13.57,6.82,48.54,89.50
NL050420,3/21/2017 11:52,108.00,4.72,28.45,13.75,7.58,48.80,89.50
NL050420,2/23/2017 13:17,100.00,5.18,25.35,14.55,6.60,49.67,89.50
NL050420,4/1/2017 16:58,117.00,4.84,27.00,15.64,6.42,49.77,89.50
NL050420,4/5/2017 21:06,110.00,4.62,25.27,15.84,6.15,50.26,89.50
NL050550,3/7/2017 13:36,126.00,4.88,33.30,15.85,7.93,50.31,119.50
NL050550,2/26/2017 15:42,122.00,5.34,30.32,14.93,5.53,50.77,119.50
NL050550,1/13/2017 8:45,127.00,4.75,26.09,15.82,6.16,50.90,119.50
NL050550,2/4/2017 21:17,125.00,4.77,28.11,15.23,6.42,50.96,119.50
NL050550,2/21/2017 2:29,120.00,5.13,27.63,15.48,5.95,51.00,119.50
NL250550,4/4/2017 13:09,126.00,5.01,28.17,14.46,6.06,51.11,119.50
NL250550,4/4/2017 12:02,125.00,4.86,28.57,14.47,5.95,51.19,119.50
NL250550,4/4/2017 5:56,131.00,5.02,24.95,14.33,5.73,51.20,119.50
NL050550,3/4/2017 14:01,129.00,5.31,27.61,15.05,5.67,51.26,119.50
NL050550,2/28/2017 9:06,125.00,5.22,29.02,14.78,6.35,51.30,119.50
NL050550,2/28/2017 15:48,134.00,5.23,28.91,14.80,5.88,51.31,119.50
NL250550,4/4/2017 12:35,129.00,5.03,26.21,14.51,5.49,51.35,119.50
NL250550,4/4/2017 15:55,127.00,4.93,27.09,14.69,5.63,51.35,119.50
NL050550,3/28/2017 20:36,121.00,4.68,26.34,15.33,5.96,51.35,119.50
NL250550,4/4/2017 11:28,124.00,4.90,26.79,14.43,5.95,51.38,119.50
NL250550,4/4/2017 14:16,125.00,5.01,27.23,14.53,5.83,51.40,119.50
NL250550,4/4/2017 7:03,125.00,4.76,26.68,14.62,5.84,51.40,119.50
NL050550,3/23/2017 2:42,123.00,4.88,28.38,14.06,6.44,51.42,119.50
NL250550,2/28/2017 2:28,124.00,5.08,29.38,15.05,6.08,51.43,119.50
NL050550,3/4/2017 15:40,130.00,5.38,28.55,15.10,5.63,51.44,119.50
NL050550,3/29/2017 3:34,121.00,4.55,26.47,15.55,5.79,51.44,119.50
NL050550,4/8/2017 7:07,126.00,5.09,27.94,14.96,6.00,51.44,119.50
NL250550,1/9/2017 11:28,117.00,4.65,21.32,14.02,6.17,51.46,119.50
NL050550,2/27/2017 3:04,125.00,5.16,29.66,15.21,5.76,51.46,119.50
NL050550,2/26/2017 20:33,134.00,5.26,27.81,14.82,5.81,51.49,119.50
NL050550,3/6/2017 19:25,134.00,5.14,29.25,15.42,5.94,51.49,119.50
NL050550,1/12/2017 23:26,116.00,4.79,18.83,15.42,6.12,51.49,119.50
NL050550,2/21/2017 7:18,126.00,5.37,28.66,15.18,5.87,51.51,119.50
NL250550,4/4/2017 7:36,125.00,4.96,27.85,14.70,5.55,51.52,119.50
NL050550,1/13/2017 1:40,122.00,4.78,18.69,15.63,5.48,51.53,119.50
NL050550,2/27/2017 7:31,125.00,5.12,27.63,15.21,5.59,51.53,119.50
NL250550,2/28/2017 8:00,127.00,5.15,29.45,14.72,5.98,51.54,119.50
NL050550,3/5/2017 10:31,129.00,5.33,26.58,15.24,5.72,51.55,119.50
NL050550,3/12/2017 1:12,123.00,5.15,29.61,14.91,6.52,51.56,119.50
NL050550,3/31/2017 3:52,124.00,4.94,27.37,15.45,6.04,51.56,119.50
NL050550,2/20/2017 10:25,122.00,5.21,30.03,15.35,6.18,51.57,119.50
NL250550,2/28/2017 4:40,129.00,5.32,29.96,14.87,5.50,51.58,119.50
NL050550,3/28/2017 1:09,127.00,4.73,26.87,15.37,5.91,51.59,119.50
NL050550,3/5/2017 20:14,123.00,5.06,29.72,15.30,6.15,51.60,119.50
NL250550,2/28/2017 5:46,126.00,5.24,28.94,14.84,5.97,51.62,119.50
NL110550,3/28/2017 3:17,125.00,4.90,26.95,15.30,6.07,51.63,119.50
NL250550,4/4/2017 15:22,125.00,5.02,27.75,14.64,5.52,51.63,119.50
NL250550,4/4/2017 8:10,127.00,4.98,25.50,14.54,5.83,51.64,119.50
NL050550,4/4/2017 4:44,133.00,5.19,28.92,14.18,6.07,51.64,119.50
NL050550,2/20/2017 4:33,126.00,4.98,28.60,15.46,5.75,51.64,119.50
NL250550,4/4/2017 9:50,123.00,5.01,26.25,14.61,6.01,51.66,119.50
NL050550,3/23/2017 18:15,127.00,4.90,29.38,14.37,6.38,51.67,119.50
NL050550,3/28/2017 15:50,122.00,4.63,26.81,15.43,5.98,51.68,119.50
NL250550,2/11/2017 14:12,121.00,5.06,27.48,14.36,5.40,51.69,119.50
NL050550,3/7/2017 4:48,124.00,5.08,25.63,15.70,5.71,51.69,119.50
NL050550,3/23/2017 13:25,136.00,5.06,30.12,14.26,6.14,51.71,119.50
NL250550,4/4/2017 16:27,124.00,4.94,26.34,14.72,5.74,51.72,119.50
NL050550,3/5/2017 3:03,127.00,5.09,28.02,15.37,6.58,51.72,119.50
NL050550,2/10/2017 3:54,127.00,4.92,28.87,14.72,6.27,51.74,119.50
NL050550,3/4/2017 17:18,132.00,5.34,29.40,15.25,6.08,51.75,119.50
NL250550,2/27/2017 21:31,128.00,5.16,29.78,15.08,6.09,51.76,119.50
NL050550,1/19/2017 17:59,122.00,4.87,25.64,15.41,6.15,51.76,119.50
NL050550,2/28/2017 19:04,133.00,5.18,30.09,14.93,6.37,51.76,119.50
NL250550,2/28/2017 3:34,122.00,5.14,29.20,14.90,6.15,51.76,119.50
NL050550,3/29/2017 5:09,124.00,4.78,25.64,15.60,5.63,51.77,119.50
NL050550,3/24/2017 3:51,122.00,4.84,27.68,14.27,6.58,51.78,119.50
NL250550,4/4/2017 14:49,127.00,4.96,26.77,14.62,6.22,51.79,119.50
NL050550,1/21/2017 2:11,124.00,5.16,29.20,15.28,5.54,51.80,119.50
NL050550,4/5/2017 4:23,125.00,4.84,25.91,15.49,6.00,51.80,119.50
NL250550,1/9/2017 9:18,122.00,4.20,26.15,14.25,6.16,51.81,119.50
NL050420,2/19/2017 7:19,131.00,5.23,30.66,15.26,5.75,51.81,89.50
NL050550,3/21/2017 23:05,124.00,4.88,29.24,14.45,6.29,51.81,119.50
NL110550,1/4/2017 15:36,129.00,4.89,23.08,14.92,6.49,51.84,119.50
NL050550,3/28/2017 23:44,123.00,4.76,26.76,15.40,6.16,51.84,119.50
NL050550,3/22/2017 16:49,133.00,4.88,31.13,14.05,6.52,51.86,119.50
NL050550,3/28/2017 17:25,124.00,4.74,27.58,15.46,6.08,51.86,119.50
NL050550,2/11/2017 3:01,128.00,4.90,27.96,15.14,5.82,51.86,119.50
NL050550,1/11/2017 18:21,127.00,4.45,28.23,14.96,6.25,51.86,119.50
NL250550,2/27/2017 20:59,126.00,5.12,28.95,15.08,5.88,51.87,119.50
NL050550,3/21/2017 16:06,121.00,4.61,31.33,14.82,6.89,51.87,119.50
NL250550,2/27/2017 23:12,129.00,5.14,27.67,15.03,5.75,51.89,119.50
NL050550,3/28/2017 19:00,124.00,4.75,25.17,15.44,5.50,51.90,119.50
NL050550,2/20/2017 18:32,125.00,5.06,29.06,15.57,6.20,51.90,119.50
NL050550,3/21/2017 18:25,122.00,4.81,31.06,14.74,6.54,51.90,119.50
NL050550,2/26/2017 14:06,122.00,5.05,27.53,15.45,6.08,51.90,119.50
NL050550,2/28/2017 20:44,127.00,5.10,29.78,15.09,6.27,51.90,119.50
NL050550,2/5/2017 16:41,127.00,5.04,29.17,15.07,6.24,51.91,119.50
NL050550,4/14/2017 11:39,126.00,4.91,25.44,15.63,5.85,51.91,119.50
NL050550,1/20/2017 19:19,124.00,4.91,29.47,15.33,6.00,51.91,119.50
NL050550,4/14/2017 5:03,123.00,4.97,27.54,15.47,5.55,51.92,119.50
NL050550,2/12/2017 1:54,127.00,4.91,28.49,15.30,5.83,51.92,119.50
NL250550,4/4/2017 6:30,129.00,4.73,26.96,14.69,5.74,51.92,119.50
NL050550,4/7/2017 11:58,122.00,5.28,26.82,15.45,5.93,51.93,119.50
NL050550,4/14/2017 3:32,124.00,4.96,28.28,15.46,6.03,51.93,119.50
NL050550,2/27/2017 19:54,124.00,4.92,28.76,15.20,6.04,51.93,119.50
NL050550,2/10/2017 2:02,121.00,4.80,28.77,14.83,6.27,51.93,119.50
NL050550,1/21/2017 8:59,117.00,4.81,25.85,15.40,6.02,51.93,119.50
NL050550,3/11/2017 23:23,122.00,5.20,29.95,14.90,6.31,51.93,119.50
NL050550,1/20/2017 7:01,126.00,4.94,27.13,15.40,6.01,51.94,119.50
NL050550,3/28/2017 22:11,123.00,4.70,25.71,15.41,6.12,51.94,119.50
NL110550,3/8/2017 16:31,123.00,4.89,27.33,15.42,6.14,51.94,119.50
NL050550,2/20/2017 7:12,125.00,5.16,28.20,15.55,6.16,51.94,119.50
NL050550,1/19/2017 4:49,121.00,4.97,,15.46,6.11,51.95,119.50
NL050550,4/14/2017 10:06,123.00,4.86,28.08,15.53,5.57,51.95,119.50
NL250550,2/27/2017 23:45,126.00,5.06,25.82,15.04,5.78,51.95,119.50
NL050550,3/5/2017 4:39,127.00,5.10,28.86,15.40,6.13,51.95,119.50
NL050550,2/20/2017 16:56,125.00,5.04,27.40,15.49,6.31,51.96,119.50
NL050550,3/24/2017 9:26,121.00,4.86,29.18,14.46,6.69,51.96,119.50
NL050550,1/4/2017 12:09,126.00,4.88,24.65,16.32,5.97,51.97,119.50
NL050550,2/28/2017 12:24,130.00,5.31,30.48,14.93,6.21,51.97,119.50
NL050550,3/4/2017 22:10,133.00,5.42,28.61,15.23,6.20,51.97,119.50
NL050550,2/20/2017 23:17,123.00,5.17,29.10,15.55,6.17,51.97,119.50
NL050550,2/27/2017 1:27,125.00,5.04,28.98,15.24,6.33,51.98,119.50
NL050550,2/20/2017 21:43,120.00,5.01,28.57,15.73,6.18,51.98,119.50
NL050550,3/23/2017 20:41,122.00,4.78,31.27,14.41,6.94,51.99,119.50
NL050550,3/5/2017 15:25,126.00,5.13,29.97,15.40,6.59,51.99,119.50
NL050550,3/7/2017 3:16,121.00,4.96,27.87,15.61,5.92,52.00,119.50
NL050550,3/8/2017 19:58,116.00,5.02,26.54,15.46,6.12,52.00,119.50
NL050550,3/9/2017 3:45,121.00,4.70,27.95,15.91,6.74,52.00,119.50
NL050550,1/20/2017 6:00,127.00,4.91,29.12,15.41,5.78,52.00,119.50
NL050550,3/5/2017 18:38,128.00,5.16,30.42,15.35,6.49,52.00,119.50
NL050550,4/7/2017 18:28,127.00,5.27,30.42,15.21,6.07,52.02,119.50
NL250550,4/4/2017 10:55,122.00,4.94,27.72,14.57,6.36,52.02,119.50
NL050550,1/11/2017 14:42,126.00,4.62,23.49,15.09,6.31,52.03,119.50
NL050550,2/21/2017 13:48,129.00,5.38,30.24,15.45,6.11,52.04,119.50
NL050550,2/21/2017 5:41,120.00,5.09,27.65,15.50,6.04,52.04,119.50
NL050420,2/13/2017 17:13,126.00,4.83,29.87,15.01,6.95,52.04,89.50
NL050550,4/7/2017 20:05,131.00,5.17,27.74,15.29,6.09,52.04,119.50
NL050550,3/30/2017 21:34,122.00,4.79,24.29,15.43,6.14,52.05,119.50
NL050550,3/28/2017 7:28,122.00,4.57,26.73,15.43,6.03,52.05,119.50
NL050550,2/19/2017 23:49,124.00,5.12,28.03,15.72,5.82,52.06,119.50
NL050550,2/17/2017 17:02,132.00,5.25,28.44,15.41,5.86,52.07,119.50
NL250550,1/9/2017 10:44,121.00,4.31,23.12,13.97,6.28,52.07,119.50
NL050550,3/31/2017 5:28,124.00,4.85,27.59,15.44,6.36,52.07,119.50
NL050550,3/6/2017 21:01,129.00,5.13,27.27,15.51,6.43,52.07,119.50
NL050550,2/28/2017 17:27,124.00,5.08,27.12,15.02,6.05,52.08,119.50
NL050550,1/13/2017 0:00,113.00,4.41,21.70,15.65,6.57,52.08,119.50
NL250550,1/9/2017 18:43,122.00,4.19,23.96,14.23,6.07,52.08,119.50
NL050550,3/11/2017 21:36,123.00,5.08,30.16,15.07,6.64,52.08,119.50
NL050550,4/5/2017 2:46,122.00,4.93,26.16,15.61,6.13,52.08,119.50
NL050550,4/7/2017 10:17,121.00,5.11,25.61,15.60,5.89,52.09,119.50
NL050550,1/19/2017 8:57,123.00,4.86,,15.46,6.13,52.09,119.50
NL110550,3/5/2017 1:27,129.00,5.27,28.32,15.37,6.25,52.10,119.50
NL050550,1/19/2017 1:46,125.00,4.98,,15.51,6.41,52.10,119.50
NL050550,2/12/2017 3:32,127.00,5.00,29.57,15.04,5.98,52.12,119.50
NL050550,2/20/2017 20:08,122.00,5.08,28.16,15.60,6.32,52.12,119.50
NL050550,2/21/2017 10:34,123.00,5.24,29.12,15.49,6.06,52.13,119.50
NL250550,2/11/2017 9:38,126.00,4.73,28.60,14.61,5.84,52.13,119.50
NL050550,3/30/2017 20:00,122.00,4.81,26.30,15.36,6.09,52.14,119.50
NL110550,1/18/2017 16:33,122.00,4.96,,15.35,6.41,52.14,119.50
NL050550,3/22/2017 9:33,126.00,4.83,30.65,14.29,6.90,52.14,119.50
NL050550,1/21/2017 7:28,123.00,4.80,26.79,15.62,6.40,52.15,119.50
NL050550,3/31/2017 0:44,126.00,4.92,27.01,15.47,6.43,52.15,119.50
NL050550,3/29/2017 12:12,126.00,4.95,28.95,15.31,6.42,52.16,119.50
NL050550,2/17/2017 10:33,126.00,5.12,29.38,15.45,6.21,52.16,119.50
NL050550,2/28/2017 14:03,127.00,4.94,29.31,14.96,6.72,52.16,119.50
NL250550,2/27/2017 20:26,122.00,5.02,29.54,15.30,6.05,52.16,119.50
NL110550,1/18/2017 11:53,123.00,5.02,,15.31,6.16,52.16,119.50
NL050550,2/21/2017 4:05,122.00,5.02,29.07,15.59,6.24,52.17,119.50
NL050550,2/17/2017 12:12,126.00,5.20,29.44,15.46,5.79,52.17,119.50
NL110550,4/13/2017 10:29,123.00,5.05,25.21,15.39,5.89,52.17,119.50
NL050550,3/7/2017 1:43,122.00,5.01,28.80,15.58,6.19,52.17,119.50
NL250550,4/4/2017 8:43,121.00,4.94,28.65,14.58,6.10,52.17,119.50
NL050550,1/11/2017 13:29,125.00,4.50,25.94,15.11,6.67,52.17,119.50
NL050550,3/30/2017 23:09,127.00,4.98,27.77,15.34,6.42,52.17,119.50
NL050550,1/21/2017 4:22,123.00,4.96,28.94,15.27,6.00,52.18,119.50
NL250550,2/28/2017 0:18,128.00,5.10,29.05,15.05,6.03,52.18,119.50
NL050550,2/27/2017 19:21,124.00,4.86,28.65,15.03,6.45,52.18,119.50
NL050550,3/5/2017 23:27,125.00,5.02,29.33,15.35,6.43,52.19,119.50
NL050550,1/13/2017 0:34,116.00,4.48,23.19,15.75,6.22,52.19,119.50
NL050550,3/28/2017 12:10,124.00,4.82,28.99,15.47,6.42,52.19,119.50
NL050550,3/5/2017 17:02,127.00,5.11,30.40,15.38,6.28,52.19,119.50
NL050550,1/30/2017 0:47,125.00,4.74,29.45,14.63,6.32,52.19,119.50
NL050550,4/4/2017 5:21,131.00,5.01,25.86,14.54,5.83,52.20,119.50
NL050550,2/26/2017 12:31,122.00,4.97,29.42,15.74,6.28,52.20,119.50
NL250550,2/27/2017 22:04,125.00,5.14,29.77,15.24,5.83,52.21,119.50
NL250550,2/11/2017 10:12,127.00,4.99,29.00,14.47,6.15,52.21,119.50
NL250550,2/27/2017 22:40,124.00,4.93,29.49,15.14,6.74,52.21,119.50
NL050550,1/19/2017 10:40,124.00,4.93,,14.78,6.50,52.21,119.50
NL050550,3/28/2017 1:41,126.00,4.76,28.86,15.33,6.49,52.21,119.50
NL110550,1/4/2017 18:36,124.00,4.92,22.15,14.83,6.35,52.22,119.50
NL050550,2/27/2017 12:22,124.00,5.11,28.99,15.30,6.33,52.22,119.50
NL050550,1/28/2017 5:15,130.00,4.77,29.75,15.16,5.93,52.23,119.50
